feature_group,original_feature,principal_component,contribution
M-H_M_H_O,M-H_M_H_O_n11_n21_l3,M-H_M_H_O_PC3,-0.114554
M-H_M_H_O,M-H_M_H_O_n11_n21_l4,M-H_M_H_O_PC3,0.126615
M-H_M_H_O,M-H_M_H_O_n11_n22_l0,M-H_M_H_O_PC3,-0.090364
M-H_M_H_O,M-H_M_H_O_n11_n22_l1,M-H_M_H_O_PC3,-0.104517
M-H_M_H_O,M-H_M_H_O_n11_n22_l2,M-H_M_H_O_PC3,-0.213711
M-H_M_H_O,M-H_M_H_O_n11_n22_l3,M-H_M_H_O_PC3,0.220717
M-H_M_H_O,M-H_M_H_O_n11_n22_l4,M-H_M_H_O_PC3,-0.207448
M-H_M_H_O,M-H_M_H_O_n11_n23_l0,M-H_M_H_O_PC3,-0.191586
M-H_M_H_O,M-H_M_H_O_n11_n23_l1,M-H_M_H_O_PC3,0.210217
M-H_M_H_O,M-H_M_H_O_n11_n23_l2,M-H_M_H_O_PC3,-0.217075
M-H_M_H_O,M-H_M_H_O_n11_n23_l3,M-H_M_H_O_PC3,0.202442
M-H_M_H_O,M-H_M_H_O_n11_n23_l4,M-H_M_H_O_PC3,0.185342
M-H_M_H_O,M-H_M_H_O_n12_n20_l0,M-H_M_H_O_PC3,-0.201211
M-H_M_H_O,M-H_M_H_O_n12_n20_l1,M-H_M_H_O_PC3,0.212473
M-H_M_H_O,M-H_M_H_O_n12_n20_l2,M-H_M_H_O_PC3,-0.217759
M-H_M_H_O,M-H_M_H_O_n12_n20_l3,M-H_M_H_O_PC3,-0.201448
M-H_M_H_O,M-H_M_H_O_n12_n20_l4,M-H_M_H_O_PC3,0.136367
M-H_M_H_O,M-H_M_H_O_n12_n21_l0,M-H_M_H_O_PC3,-0.149285
M-H_M_H_O,M-H_M_H_O_n12_n21_l1,M-H_M_H_O_PC3,0.158413
M-H_M_H_O,M-H_M_H_O_n12_n21_l2,M-H_M_H_O_PC3,0.161422
M-H_M_H_O,M-H_M_H_O_n12_n21_l3,M-H_M_H_O_PC3,0.006315
M-H_M_H_O,M-H_M_H_O_n12_n21_l4,M-H_M_H_O_PC3,-0.003098
M-H_M_H_O,M-H_M_H_O_n12_n22_l0,M-H_M_H_O_PC3,-0.007760
M-H_M_H_O,M-H_M_H_O_n12_n22_l1,M-H_M_H_O_PC3,-0.005487
M-H_M_H_O,M-H_M_H_O_n12_n22_l2,M-H_M_H_O_PC3,-0.006059
M-H_M_H_O,M-H_M_H_O_n12_n22_l3,M-H_M_H_O_PC3,0.002892
M-H_M_H_O,M-H_M_H_O_n12_n22_l4,M-H_M_H_O_PC3,0.007780
M-H_M_H_O,M-H_M_H_O_n12_n23_l0,M-H_M_H_O_PC3,0.005452
M-H_M_H_O,M-H_M_H_O_n12_n23_l1,M-H_M_H_O_PC3,0.015082
M-H_M_H_O,M-H_M_H_O_n12_n23_l2,M-H_M_H_O_PC3,-0.009810
M-H_M_H_O,M-H_M_H_O_n12_n23_l3,M-H_M_H_O_PC3,-0.011654
M-H_M_H_O,M-H_M_H_O_n12_n23_l4,M-H_M_H_O_PC3,-0.005830
M-H_M_H_O,M-H_M_H_O_n13_n20_l0,M-H_M_H_O_PC3,-0.021558
M-H_M_H_O,M-H_M_H_O_n13_n20_l1,M-H_M_H_O_PC3,0.015390
M-H_M_H_O,M-H_M_H_O_n13_n20_l2,M-H_M_H_O_PC3,0.011921
M-H_M_H_O,M-H_M_H_O_n13_n20_l3,M-H_M_H_O_PC3,0.004691
M-H_M_H_O,M-H_M_H_O_n13_n20_l4,M-H_M_H_O_PC3,-0.089852
M-H_M_H_O,M-H_M_H_O_n13_n21_l0,M-H_M_H_O_PC3,0.083575
M-H_M_H_O,M-H_M_H_O_n13_n21_l1,M-H_M_H_O_PC3,-0.047253
M-H_M_H_O,M-H_M_H_O_n13_n21_l2,M-H_M_H_O_PC3,-0.104610
M-H_M_H_O,M-H_M_H_O_n13_n21_l3,M-H_M_H_O_PC3,0.090782
M-H_M_H_O,M-H_M_H_O_n13_n21_l4,M-H_M_H_O_PC3,-0.084365
M-H_M_H_O,M-H_M_H_O_n13_n22_l0,M-H_M_H_O_PC3,0.047076
M-H_M_H_O,M-H_M_H_O_n13_n22_l1,M-H_M_H_O_PC3,0.105829
M-H_M_H_O,M-H_M_H_O_n13_n22_l2,M-H_M_H_O_PC3,-0.093182
M-H_M_H_O,M-H_M_H_O_n13_n22_l3,M-H_M_H_O_PC3,0.083633
M-H_M_H_O,M-H_M_H_O_n13_n22_l4,M-H_M_H_O_PC3,-0.027108
M-H_M_H_O,M-H_M_H_O_n13_n23_l0,M-H_M_H_O_PC3,-0.124690
M-H_M_H_O,M-H_M_H_O_n13_n23_l1,M-H_M_H_O_PC3,0.047591
M-H_M_H_O,M-H_M_H_O_n13_n23_l2,M-H_M_H_O_PC3,-0.035392
M-H_M_H_O,M-H_M_H_O_n13_n23_l3,M-H_M_H_O_PC3,-0.012115
M-H_M_H_O,M-H_M_H_O_n13_n23_l4,M-H_M_H_O_PC3,0.073499
M-H_M_H_O,M-H_M_H_O_n10_n20_l0,M-H_M_H_O_PC4,-0.119436
M-H_M_H_O,M-H_M_H_O_n10_n20_l1,M-H_M_H_O_PC4,0.116947
M-H_M_H_O,M-H_M_H_O_n10_n20_l2,M-H_M_H_O_PC4,-0.141006
M-H_M_H_O,M-H_M_H_O_n10_n20_l3,M-H_M_H_O_PC4,-0.056657
M-H_M_H_O,M-H_M_H_O_n10_n20_l4,M-H_M_H_O_PC4,0.087214
M-H_M_H_O,M-H_M_H_O_n10_n21_l0,M-H_M_H_O_PC4,-0.093083
M-H_M_H_O,M-H_M_H_O_n10_n21_l1,M-H_M_H_O_PC4,0.114611
M-H_M_H_O,M-H_M_H_O_n10_n21_l2,M-H_M_H_O_PC4,0.055438
M-H_M_H_O,M-H_M_H_O_n10_n21_l3,M-H_M_H_O_PC4,-0.300684
M-H_M_H_O,M-H_M_H_O_n10_n21_l4,M-H_M_H_O_PC4,0.345542
M-H_M_H_O,M-H_M_H_O_n10_n22_l0,M-H_M_H_O_PC4,-0.193692
M-H_M_H_O,M-H_M_H_O_n10_n22_l1,M-H_M_H_O_PC4,-0.217156
M-H_M_H_O,M-H_M_H_O_n10_n22_l2,M-H_M_H_O_PC4,0.198843
M-H_M_H_O,M-H_M_H_O_n10_n22_l3,M-H_M_H_O_PC4,-0.189126
M-H_M_H_O,M-H_M_H_O_n10_n22_l4,M-H_M_H_O_PC4,0.191518
M-H_M_H_O,M-H_M_H_O_n10_n23_l0,M-H_M_H_O_PC4,0.086713
M-H_M_H_O,M-H_M_H_O_n10_n23_l1,M-H_M_H_O_PC4,-0.118757
M-H_M_H_O,M-H_M_H_O_n10_n23_l2,M-H_M_H_O_PC4,0.101188
M-H_M_H_O,M-H_M_H_O_n10_n23_l3,M-H_M_H_O_PC4,-0.077669
M-H_M_H_O,M-H_M_H_O_n10_n23_l4,M-H_M_H_O_PC4,0.035575
M-H_M_H_O,M-H_M_H_O_n11_n20_l0,M-H_M_H_O_PC4,0.117041
M-H_M_H_O,M-H_M_H_O_n11_n20_l1,M-H_M_H_O_PC4,-0.108141
M-H_M_H_O,M-H_M_H_O_n11_n20_l2,M-H_M_H_O_PC4,0.089347
M-H_M_H_O,M-H_M_H_O_n11_n20_l3,M-H_M_H_O_PC4,-0.041856
M-H_M_H_O,M-H_M_H_O_n11_n20_l4,M-H_M_H_O_PC4,-0.088504
M-H_M_H_O,M-H_M_H_O_n11_n21_l0,M-H_M_H_O_PC4,0.065219
M-H_M_H_O,M-H_M_H_O_n11_n21_l1,M-H_M_H_O_PC4,-0.020302
M-H_M_H_O,M-H_M_H_O_n11_n21_l2,M-H_M_H_O_PC4,0.019902
M-H_M_H_O,M-H_M_H_O_n11_n21_l3,M-H_M_H_O_PC4,0.024128
M-H_M_H_O,M-H_M_H_O_n11_n21_l4,M-H_M_H_O_PC4,-0.017562
M-H_M_H_O,M-H_M_H_O_n11_n22_l0,M-H_M_H_O_PC4,-0.047899
M-H_M_H_O,M-H_M_H_O_n11_n22_l1,M-H_M_H_O_PC4,0.061537
M-H_M_H_O,M-H_M_H_O_n11_n22_l2,M-H_M_H_O_PC4,-0.159293
M-H_M_H_O,M-H_M_H_O_n11_n22_l3,M-H_M_H_O_PC4,0.151546
M-H_M_H_O,M-H_M_H_O_n11_n22_l4,M-H_M_H_O_PC4,-0.107605
M-H_M_H_O,M-H_M_H_O_n11_n23_l0,M-H_M_H_O_PC4,-0.085993
M-H_M_H_O,M-H_M_H_O_n11_n23_l1,M-H_M_H_O_PC4,0.171943
M-H_M_H_O,M-H_M_H_O_n11_n23_l2,M-H_M_H_O_PC4,-0.164635
M-H_M_H_O,M-H_M_H_O_n11_n23_l3,M-H_M_H_O_PC4,0.122046
M-H_M_H_O,M-H_M_H_O_n11_n23_l4,M-H_M_H_O_PC4,0.085188
M-H_M_H_O,M-H_M_H_O_n12_n20_l0,M-H_M_H_O_PC4,-0.057183
M-H_M_H_O,M-H_M_H_O_n12_n20_l1,M-H_M_H_O_PC4,0.046954
M-H_M_H_O,M-H_M_H_O_n12_n20_l2,M-H_M_H_O_PC4,0.015391
M-H_M_H_O,M-H_M_H_O_n12_n20_l3,M-H_M_H_O_PC4,-0.069467
M-H_M_H_O,M-H_M_H_O_n12_n20_l4,M-H_M_H_O_PC4,-0.060545
M-H_M_H_O,M-H_M_H_O_n12_n21_l0,M-H_M_H_O_PC4,0.072597
M-H_M_H_O,M-H_M_H_O_n12_n21_l1,M-H_M_H_O_PC4,-0.147174
M-H_M_H_O,M-H_M_H_O_n12_n21_l2,M-H_M_H_O_PC4,0.041460
M-H_M_H_O,M-H_M_H_O_n12_n21_l3,M-H_M_H_O_PC4,0.023077
M-H_M_H_O,M-H_M_H_O_n12_n21_l4,M-H_M_H_O_PC4,-0.035244
M-H_M_H_O,M-H_M_H_O_n12_n22_l0,M-H_M_H_O_PC4,0.047358
M-H_M_H_O,M-H_M_H_O_n12_n22_l1,M-H_M_H_O_PC4,0.127821
M-H_M_H_O,M-H_M_H_O_n12_n22_l2,M-H_M_H_O_PC4,-0.021776
M-H_M_H_O,M-H_M_H_O_n12_n22_l3,M-H_M_H_O_PC4,0.033863
M-H_M_H_O,M-H_M_H_O_n12_n22_l4,M-H_M_H_O_PC4,-0.045951
M-H_M_H_O,M-H_M_H_O_n12_n23_l0,M-H_M_H_O_PC4,-0.126663
M-H_M_H_O,M-H_M_H_O_n12_n23_l1,M-H_M_H_O_PC4,0.049897
M-H_M_H_O,M-H_M_H_O_n12_n23_l2,M-H_M_H_O_PC4,-0.077506
M-H_M_H_O,M-H_M_H_O_n12_n23_l3,M-H_M_H_O_PC4,0.152947
M-H_M_H_O,M-H_M_H_O_n12_n23_l4,M-H_M_H_O_PC4,0.145771
M-H_M_H_O,M-H_M_H_O_n13_n20_l0,M-H_M_H_O_PC4,-0.072359
M-H_M_H_O,M-H_M_H_O_n13_n20_l1,M-H_M_H_O_PC4,0.110548
M-H_M_H_O,M-H_M_H_O_n13_n20_l2,M-H_M_H_O_PC4,-0.228253
M-H_M_H_O,M-H_M_H_O_n13_n20_l3,M-H_M_H_O_PC4,-0.128608
M-H_M_H_O,M-H_M_H_O_n13_n20_l4,M-H_M_H_O_PC4,-0.006052
M-H_M_H_O,M-H_M_H_O_n13_n21_l0,M-H_M_H_O_PC4,0.013226
M-H_M_H_O,M-H_M_H_O_n13_n21_l1,M-H_M_H_O_PC4,-0.044885
M-H_M_H_O,M-H_M_H_O_n13_n21_l2,M-H_M_H_O_PC4,0.014316
M-H_M_H_O,M-H_M_H_O_n13_n21_l3,M-H_M_H_O_PC4,0.010767
M-H_M_H_O,M-H_M_H_O_n13_n21_l4,M-H_M_H_O_PC4,-0.018333
M-H_M_H_O,M-H_M_H_O_n13_n22_l0,M-H_M_H_O_PC4,0.051327
M-H_M_H_O,M-H_M_H_O_n13_n22_l1,M-H_M_H_O_PC4,-0.010494
M-H_M_H_O,M-H_M_H_O_n13_n22_l2,M-H_M_H_O_PC4,-0.065612
M-H_M_H_O,M-H_M_H_O_n13_n22_l3,M-H_M_H_O_PC4,0.075011
M-H_M_H_O,M-H_M_H_O_n13_n22_l4,M-H_M_H_O_PC4,-0.110717
M-H_M_H_O,M-H_M_H_O_n13_n23_l0,M-H_M_H_O_PC4,-0.021451
M-H_M_H_O,M-H_M_H_O_n13_n23_l1,M-H_M_H_O_PC4,0.080042
M-H_M_H_O,M-H_M_H_O_n13_n23_l2,M-H_M_H_O_PC4,-0.079944
M-H_M_H_O,M-H_M_H_O_n13_n23_l3,M-H_M_H_O_PC4,0.075026
M-H_M_H_O,M-H_M_H_O_n13_n23_l4,M-H_M_H_O_PC4,0.028355
M-H_M_H_O,M-H_M_H_O_n10_n20_l0,M-H_M_H_O_PC5,-0.029052
M-H_M_H_O,M-H_M_H_O_n10_n20_l1,M-H_M_H_O_PC5,0.109258
M-H_M_H_O,M-H_M_H_O_n10_n20_l2,M-H_M_H_O_PC5,-0.042060
M-H_M_H_O,M-H_M_H_O_n10_n20_l3,M-H_M_H_O_PC5,-0.118423
M-H_M_H_O,M-H_M_H_O_n10_n20_l4,M-H_M_H_O_PC5,0.050005
M-H_M_H_O,M-H_M_H_O_n10_n21_l0,M-H_M_H_O_PC5,-0.114012
M-H_M_H_O,M-H_M_H_O_n10_n21_l1,M-H_M_H_O_PC5,0.037092
M-H_M_H_O,M-H_M_H_O_n10_n21_l2,M-H_M_H_O_PC5,0.122024
M-H_M_H_O,M-H_M_H_O_n10_n21_l3,M-H_M_H_O_PC5,0.145492
M-H_M_H_O,M-H_M_H_O_n10_n21_l4,M-H_M_H_O_PC5,-0.037425
M-H_M_H_O,M-H_M_H_O_n10_n22_l0,M-H_M_H_O_PC5,-0.053157
M-H_M_H_O,M-H_M_H_O_n10_n22_l1,M-H_M_H_O_PC5,-0.008823
M-H_M_H_O,M-H_M_H_O_n10_n22_l2,M-H_M_H_O_PC5,-0.152278
M-H_M_H_O,M-H_M_H_O_n10_n22_l3,M-H_M_H_O_PC5,0.112570
M-H_M_H_O,M-H_M_H_O_n10_n22_l4,M-H_M_H_O_PC5,0.049543
M-H_M_H_O,M-H_M_H_O_n10_n23_l0,M-H_M_H_O_PC5,-0.183313
M-H_M_H_O,M-H_M_H_O_n10_n23_l1,M-H_M_H_O_PC5,-0.191720
M-H_M_H_O,M-H_M_H_O_n10_n23_l2,M-H_M_H_O_PC5,0.156868
M-H_M_H_O,M-H_M_H_O_n10_n23_l3,M-H_M_H_O_PC5,-0.132830
M-H_M_H_O,M-H_M_H_O_n10_n23_l4,M-H_M_H_O_PC5,0.081030
M-H_M_H_O,M-H_M_H_O_n11_n20_l0,M-H_M_H_O_PC5,0.193415
M-H_M_H_O,M-H_M_H_O_n11_n20_l1,M-H_M_H_O_PC5,-0.167727
M-H_M_H_O,M-H_M_H_O_n11_n20_l2,M-H_M_H_O_PC5,0.138451
M-H_M_H_O,M-H_M_H_O_n11_n20_l3,M-H_M_H_O_PC5,-0.090310
M-H_M_H_O,M-H_M_H_O_n11_n20_l4,M-H_M_H_O_PC5,-0.093190
M-H_M_H_O,M-H_M_H_O_n11_n21_l0,M-H_M_H_O_PC5,0.082953
M-H_M_H_O,M-H_M_H_O_n11_n21_l1,M-H_M_H_O_PC5,-0.067369
M-H_M_H_O,M-H_M_H_O_n11_n21_l2,M-H_M_H_O_PC5,-0.008400
M-H_M_H_O,M-H_M_H_O_n11_n21_l3,M-H_M_H_O_PC5,-0.005988
M-H_M_H_O,M-H_M_H_O_n11_n21_l4,M-H_M_H_O_PC5,-0.011934
M-H_M_H_O,M-H_M_H_O_n11_n22_l0,M-H_M_H_O_PC5,-0.018958
M-H_M_H_O,M-H_M_H_O_n11_n22_l1,M-H_M_H_O_PC5,0.168758
M-H_M_H_O,M-H_M_H_O_n11_n22_l2,M-H_M_H_O_PC5,-0.133736
M-H_M_H_O,M-H_M_H_O_n11_n22_l3,M-H_M_H_O_PC5,0.115460
M-H_M_H_O,M-H_M_H_O_n11_n22_l4,M-H_M_H_O_PC5,-0.041186
M-H_M_H_O,M-H_M_H_O_n11_n23_l0,M-H_M_H_O_PC5,-0.039018
M-H_M_H_O,M-H_M_H_O_n11_n23_l1,M-H_M_H_O_PC5,0.132882
M-H_M_H_O,M-H_M_H_O_n11_n23_l2,M-H_M_H_O_PC5,-0.114474
M-H_M_H_O,M-H_M_H_O_n11_n23_l3,M-H_M_H_O_PC5,0.040878
M-H_M_H_O,M-H_M_H_O_n11_n23_l4,M-H_M_H_O_PC5,0.031891
M-H_M_H_O,M-H_M_H_O_n12_n20_l0,M-H_M_H_O_PC5,-0.134918
M-H_M_H_O,M-H_M_H_O_n12_n20_l1,M-H_M_H_O_PC5,0.123524
M-H_M_H_O,M-H_M_H_O_n12_n20_l2,M-H_M_H_O_PC5,-0.059120
M-H_M_H_O,M-H_M_H_O_n12_n20_l3,M-H_M_H_O_PC5,-0.086240
M-H_M_H_O,M-H_M_H_O_n12_n20_l4,M-H_M_H_O_PC5,0.089929
M-H_M_H_O,M-H_M_H_O_n12_n21_l0,M-H_M_H_O_PC5,-0.088202
M-H_M_H_O,M-H_M_H_O_n12_n21_l1,M-H_M_H_O_PC5,0.046686
M-H_M_H_O,M-H_M_H_O_n12_n21_l2,M-H_M_H_O_PC5,0.105820
M-H_M_H_O,M-H_M_H_O_n12_n21_l3,M-H_M_H_O_PC5,-0.133556
M-H_M_H_O,M-H_M_H_O_n12_n21_l4,M-H_M_H_O_PC5,0.095937
M-H_M_H_O,M-H_M_H_O_n12_n22_l0,M-H_M_H_O_PC5,0.047008
M-H_M_H_O,M-H_M_H_O_n12_n22_l1,M-H_M_H_O_PC5,-0.048412
M-H_M_H_O,M-H_M_H_O_n12_n22_l2,M-H_M_H_O_PC5,0.134545
M-H_M_H_O,M-H_M_H_O_n12_n22_l3,M-H_M_H_O_PC5,-0.096957
M-H_M_H_O,M-H_M_H_O_n12_n22_l4,M-H_M_H_O_PC5,-0.046063
M-H_M_H_O,M-H_M_H_O_n12_n23_l0,M-H_M_H_O_PC5,0.048564
M-H_M_H_O,M-H_M_H_O_n12_n23_l1,M-H_M_H_O_PC5,-0.140858
M-H_M_H_O,M-H_M_H_O_n12_n23_l2,M-H_M_H_O_PC5,0.112247
M-H_M_H_O,M-H_M_H_O_n12_n23_l3,M-H_M_H_O_PC5,0.018475
M-H_M_H_O,M-H_M_H_O_n12_n23_l4,M-H_M_H_O_PC5,-0.052078
M-H_M_H_O,M-H_M_H_O_n13_n20_l0,M-H_M_H_O_PC5,0.117980
M-H_M_H_O,M-H_M_H_O_n13_n20_l1,M-H_M_H_O_PC5,-0.100877
M-H_M_H_O,M-H_M_H_O_n13_n20_l2,M-H_M_H_O_PC5,0.010480
M-H_M_H_O,M-H_M_H_O_n13_n20_l3,M-H_M_H_O_PC5,0.039177
M-H_M_H_O,M-H_M_H_O_n13_n20_l4,M-H_M_H_O_PC5,0.071198
M-H_M_H_O,M-H_M_H_O_n13_n21_l0,M-H_M_H_O_PC5,-0.077483
M-H_M_H_O,M-H_M_H_O_n13_n21_l1,M-H_M_H_O_PC5,0.107141
M-H_M_H_O,M-H_M_H_O_n13_n21_l2,M-H_M_H_O_PC5,0.026250
M-H_M_H_O,M-H_M_H_O_n13_n21_l3,M-H_M_H_O_PC5,-0.075564
M-H_M_H_O,M-H_M_H_O_n13_n21_l4,M-H_M_H_O_PC5,0.082179
M-H_M_H_O,M-H_M_H_O_n13_n22_l0,M-H_M_H_O_PC5,-0.112788
M-H_M_H_O,M-H_M_H_O_n13_n22_l1,M-H_M_H_O_PC5,-0.030072
M-H_M_H_O,M-H_M_H_O_n13_n22_l2,M-H_M_H_O_PC5,0.161107
M-H_M_H_O,M-H_M_H_O_n13_n22_l3,M-H_M_H_O_PC5,-0.178375
M-H_M_H_O,M-H_M_H_O_n13_n22_l4,M-H_M_H_O_PC5,0.233239
M-H_M_H_O,M-H_M_H_O_n13_n23_l0,M-H_M_H_O_PC5,0.132373
M-H_M_H_O,M-H_M_H_O_n13_n23_l1,M-H_M_H_O_PC5,-0.185710
M-H_M_H_O,M-H_M_H_O_n13_n23_l2,M-H_M_H_O_PC5,0.198594
M-H_M_H_O,M-H_M_H_O_n13_n23_l3,M-H_M_H_O_PC5,-0.213542
M-H_M_H_O,M-H_M_H_O_n13_n23_l4,M-H_M_H_O_PC5,-0.223045
M-H_M_H_O,M-H_M_H_O_n10_n20_l0,M-H_M_H_O_PC6,0.022406
M-H_M_H_O,M-H_M_H_O_n10_n20_l1,M-H_M_H_O_PC6,-0.045927
M-H_M_H_O,M-H_M_H_O_n10_n20_l2,M-H_M_H_O_PC6,-0.103071
M-H_M_H_O,M-H_M_H_O_n10_n20_l3,M-H_M_H_O_PC6,0.082305
M-H_M_H_O,M-H_M_H_O_n10_n20_l4,M-H_M_H_O_PC6,-0.016428
M-H_M_H_O,M-H_M_H_O_n10_n21_l0,M-H_M_H_O_PC6,0.040491
M-H_M_H_O,M-H_M_H_O_n10_n21_l1,M-H_M_H_O_PC6,0.129729
M-H_M_H_O,M-H_M_H_O_n10_n21_l2,M-H_M_H_O_PC6,-0.081642
M-H_M_H_O,M-H_M_H_O_n10_n21_l3,M-H_M_H_O_PC6,0.070196
M-H_M_H_O,M-H_M_H_O_n10_n21_l4,M-H_M_H_O_PC6,-0.092495
M-H_M_H_O,M-H_M_H_O_n10_n22_l0,M-H_M_H_O_PC6,0.021998
M-H_M_H_O,M-H_M_H_O_n10_n22_l1,M-H_M_H_O_PC6,0.115446
M-H_M_H_O,M-H_M_H_O_n10_n22_l2,M-H_M_H_O_PC6,-0.047389
M-H_M_H_O,M-H_M_H_O_n10_n22_l3,M-H_M_H_O_PC6,0.038363
M-H_M_H_O,M-H_M_H_O_n10_n22_l4,M-H_M_H_O_PC6,-0.075838
M-H_M_H_O,M-H_M_H_O_n10_n23_l0,M-H_M_H_O_PC6,0.031595
M-H_M_H_O,M-H_M_H_O_n10_n23_l1,M-H_M_H_O_PC6,-0.056790
M-H_M_H_O,M-H_M_H_O_n10_n23_l2,M-H_M_H_O_PC6,0.114446
M-H_M_H_O,M-H_M_H_O_n10_n23_l3,M-H_M_H_O_PC6,-0.207615
M-H_M_H_O,M-H_M_H_O_n10_n23_l4,M-H_M_H_O_PC6,-0.041611
M-H_M_H_O,M-H_M_H_O_n11_n20_l0,M-H_M_H_O_PC6,0.052183
M-H_M_H_O,M-H_M_H_O_n11_n20_l1,M-H_M_H_O_PC6,-0.115994
M-H_M_H_O,M-H_M_H_O_n11_n20_l2,M-H_M_H_O_PC6,0.168166
M-H_M_H_O,M-H_M_H_O_n11_n20_l3,M-H_M_H_O_PC6,0.060379
M-H_M_H_O,M-H_M_H_O_n11_n20_l4,M-H_M_H_O_PC6,-0.023930
M-H_M_H_O,M-H_M_H_O_n11_n21_l0,M-H_M_H_O_PC6,0.057664
M-H_M_H_O,M-H_M_H_O_n11_n21_l1,M-H_M_H_O_PC6,-0.283882
M-H_M_H_O,M-H_M_H_O_n11_n21_l2,M-H_M_H_O_PC6,0.107007
M-H_M_H_O,M-H_M_H_O_n11_n21_l3,M-H_M_H_O_PC6,0.005236
M-H_M_H_O,M-H_M_H_O_n11_n21_l4,M-H_M_H_O_PC6,-0.018051
M-H_M_H_O,M-H_M_H_O_n11_n22_l0,M-H_M_H_O_PC6,0.239013
M-H_M_H_O,M-H_M_H_O_n11_n22_l1,M-H_M_H_O_PC6,-0.283058
M-H_M_H_O,M-H_M_H_O_n11_n22_l2,M-H_M_H_O_PC6,0.106534
M-H_M_H_O,M-H_M_H_O_n11_n22_l3,M-H_M_H_O_PC6,-0.101335
M-H_M_H_O,M-H_M_H_O_n11_n22_l4,M-H_M_H_O_PC6,0.163289
M-H_M_H_O,M-H_M_H_O_n11_n23_l0,M-H_M_H_O_PC6,-0.234569
M-H_M_H_O,M-H_M_H_O_n11_n23_l1,M-H_M_H_O_PC6,-0.121424
M-H_M_H_O,M-H_M_H_O_n11_n23_l2,M-H_M_H_O_PC6,0.116377
M-H_M_H_O,M-H_M_H_O_n11_n23_l3,M-H_M_H_O_PC6,-0.172015
M-H_M_H_O,M-H_M_H_O_n11_n23_l4,M-H_M_H_O_PC6,0.214104
M-H_M_H_O,M-H_M_H_O_n12_n20_l0,M-H_M_H_O_PC6,-0.008124
M-H_M_H_O,M-H_M_H_O_n12_n20_l1,M-H_M_H_O_PC6,0.013886
M-H_M_H_O,M-H_M_H_O_n12_n20_l2,M-H_M_H_O_PC6,0.080150
M-H_M_H_O,M-H_M_H_O_n12_n20_l3,M-H_M_H_O_PC6,-0.342656
M-H_M_H_O,M-H_M_H_O_n12_n20_l4,M-H_M_H_O_PC6,0.116807
M-H_M_H_O,M-H_M_H_O_n12_n21_l0,M-H_M_H_O_PC6,-0.125209
M-H_M_H_O,M-H_M_H_O_n12_n21_l1,M-H_M_H_O_PC6,0.040974
M-H_M_H_O,M-H_M_H_O_n12_n21_l2,M-H_M_H_O_PC6,0.354053
M-H_M_H_O,M-H_M_H_O_n12_n21_l3,M-H_M_H_O_PC6,0.023311
M-H_M_H_O,M-H_M_H_O_n12_n21_l4,M-H_M_H_O_PC6,-0.032458
M-H_M_H_O,M-H_M_H_O_n12_n22_l0,M-H_M_H_O_PC6,0.056553
M-H_M_H_O,M-H_M_H_O_n12_n22_l1,M-H_M_H_O_PC6,0.025723
M-H_M_H_O,M-H_M_H_O_n12_n22_l2,M-H_M_H_O_PC6,-0.024317
M-H_M_H_O,M-H_M_H_O_n12_n22_l3,M-H_M_H_O_PC6,0.033478
M-H_M_H_O,M-H_M_H_O_n12_n22_l4,M-H_M_H_O_PC6,-0.057415
M-H_M_H_O,M-H_M_H_O_n12_n23_l0,M-H_M_H_O_PC6,-0.025821
M-H_M_H_O,M-H_M_H_O_n12_n23_l1,M-H_M_H_O_PC6,0.074151
M-H_M_H_O,M-H_M_H_O_n12_n23_l2,M-H_M_H_O_PC6,-0.078413
M-H_M_H_O,M-H_M_H_O_n12_n23_l3,M-H_M_H_O_PC6,0.081931
M-H_M_H_O,M-H_M_H_O_n12_n23_l4,M-H_M_H_O_PC6,0.063891
M-H_M_H_O,M-H_M_H_O_n13_n20_l0,M-H_M_H_O_PC6,-0.098237
M-H_M_H_O,M-H_M_H_O_n13_n20_l1,M-H_M_H_O_PC6,0.098703
M-H_M_H_O,M-H_M_H_O_n13_n20_l2,M-H_M_H_O_PC6,-0.075869
M-H_M_H_O,M-H_M_H_O_n13_n20_l3,M-H_M_H_O_PC6,-0.081760
M-H_M_H_O,M-H_M_H_O_n13_n20_l4,M-H_M_H_O_PC6,-0.058389
M-H_M_H_O,M-H_M_H_O_n13_n21_l0,M-H_M_H_O_PC6,0.052383
M-H_M_H_O,M-H_M_H_O_n13_n21_l1,M-H_M_H_O_PC6,-0.035303
M-H_M_H_O,M-H_M_H_O_n13_n21_l2,M-H_M_H_O_PC6,0.000711
M-H_M_H_O,M-H_M_H_O_n13_n21_l3,M-H_M_H_O_PC6,0.057471
M-H_M_H_O,M-H_M_H_O_n13_n21_l4,M-H_M_H_O_PC6,-0.051037
M-H_M_H_O,M-H_M_H_O_n13_n22_l0,M-H_M_H_O_PC6,0.032291
M-H_M_H_O,M-H_M_H_O_n13_n22_l1,M-H_M_H_O_PC6,-0.002479
M-H_M_H_O,M-H_M_H_O_n13_n22_l2,M-H_M_H_O_PC6,-0.053714
M-H_M_H_O,M-H_M_H_O_n13_n22_l3,M-H_M_H_O_PC6,0.042746
M-H_M_H_O,M-H_M_H_O_n13_n22_l4,M-H_M_H_O_PC6,-0.002458
M-H_M_H_O,M-H_M_H_O_n13_n23_l0,M-H_M_H_O_PC6,0.015008
